city_name	population	average_income	area_sq_km	founded_date	mayor_name	tourist_attractions	average_temperature	time_zone	major_industries
Samagaltay	5534942	49284.57	723.95	1/18/1919	Isidora Fowler	park	35.7	Asia/Krasnoyarsk	technology
Lapaz	2486714	82088.94	800.74	5/8/1919	Theodore Gibby	park	3.4	Asia/Manila	tourism
Camaquã	4035871	54147.01	642.98	6/24/1886	Vivian Grossier	park	1.9	America/Sao_Paulo	tourism
Dayrūţ	7255691	65688.98	279.04	10/18/1998	Elayne Coop	monument	-0.4	Africa/Cairo	manufacturing
Saubara	3881964	52023.12	662.18	8/15/1905	Lindsay Sammon	park	21.6	America/Bahia	tourism
Sundsvall	6023801	85296.0	217.6	5/27/1806	Alanah Hourihan	museum	19.3	Europe/Stockholm	manufacturing
Ershilipu	2449494	69541.45	686.04	1/11/1869	Bendite Barns	monument	2.9	Asia/Shanghai	tourism
Salas	1836065	37931.9	696.73	8/31/1857	Lucinda Kiddle	monument	-17.7	America/Lima	tourism
Huangjindong	8956367	32608.61	781.49	6/13/2015	Teodora Dober	park	1.7	Asia/Chongqing	technology
Youxikou	2491174	88355.01	246.65	5/8/1815	Leona Potten	museum	17.7	Asia/Shanghai	manufacturing
Washington	7844246	54860.59	547.8	11/7/1791	Merline Mylchreest	museum	28.7	America/New_York	tourism
Machachi	944156	24025.42	373.72	12/26/1787	Conny Tomblett	museum	3.6	America/Guayaquil	tourism
Chalchuapa	2570199	86196.26	973.17	9/10/1951	Isac Broderick	museum	7.7	America/El_Salvador	technology
Znamenskoye	1301152	38236.8	817.06	8/11/1729	Bron Clackson	park	23.2	Europe/Moscow	manufacturing
Glugu	4257557	35762.48	79.96	12/4/1966	Saunder Dummett	monument	32.1	Asia/Jakarta	tourism
Ramaram	5536952	92504.77	192.89	9/3/1921	Ruperto Cuxon	monument	30.2	Asia/Jakarta	tourism
Baizhu	9262319	45595.54	677.38	5/27/1934	Timothee Maxwell	museum	19.4	Asia/Chongqing	manufacturing
